question,answers
On the Cartesian Plane where is the unit usually represented as i or j?,"{'answer_start': array([367]), 'text': array(['cartesian coordinate system'], dtype=object)}"
"What is the term for the attribution of human characteristics to non-human creatures and beings, phenomena, material states and objects or abstract concepts, (e.g. animals, plants and forces of nature such as winds, the rain or the sun)?","{'answer_start': array([12]), 'text': array(['anthropomorphism'], dtype=object)}"
"What is the term for the attribution of human characteristics to non-human creatures and beings, phenomena, material states and objects or abstract concepts, (e.g. animals, plants and forces of nature such as winds, the rain or the sun)?","{'answer_start': array([31]), 'text': array(['anthropomorphism'], dtype=object)}"
"What is the term for the attribution of human characteristics to non-human creatures and beings, phenomena, material states and objects or abstract concepts, (e.g. animals, plants and forces of nature such as winds, the rain or the sun)?","{'answer_start': array([1297]), 'text': array(['anthropomorphism'], dtype=object)}"
"Which previously independent country, an archipelago in the Indian Ocean, 2550 km (1530 miles) off the coast of Africa, united with Tanganyika to form Tanzania in 1964?","{'answer_start': array([434]), 'text': array(['zanzibar'], dtype=object)}"
"""Whose motto is """"Je Maintiendrai""""?""","{'answer_start': array([427]), 'text': array(['netherlands'], dtype=object)}"
"""Whose motto is """"Je Maintiendrai""""?""","{'answer_start': array([1268]), 'text': array(['netherlands'], dtype=object)}"
"""Whose motto is """"Je Maintiendrai""""?""","{'answer_start': array([700]), 'text': array(['netherlands'], dtype=object)}"
What is the nickname of the Australian national rugby union team?,"{'answer_start': array([687]), 'text': array(['wallabies'], dtype=object)}"
What is the nickname of the Australian national rugby union team?,"{'answer_start': array([1115]), 'text': array(['wallabies'], dtype=object)}"
Which ocean is closest to the capital of the USA?,"{'answer_start': array([480]), 'text': array(['atlantic ocean'], dtype=object)}"
Which ocean is closest to the capital of the USA?,"{'answer_start': array([924]), 'text': array(['atlantic ocean'], dtype=object)}"
What word is used to mean the dead skin at the base of a fingernail?,"{'answer_start': array([296]), 'text': array(['cuticular'], dtype=object)}"
What word is used to mean the dead skin at the base of a fingernail?,"{'answer_start': array([946]), 'text': array(['cuticular'], dtype=object)}"
"What is a reality TV show in which a group of people live in a large house watched by cameras, first broadcast in the Netherlands in 1999?","{'answer_start': array([65]), 'text': array(['big brother'], dtype=object)}"
"What is a reality TV show in which a group of people live in a large house watched by cameras, first broadcast in the Netherlands in 1999?","{'answer_start': array([443]), 'text': array(['big brother'], dtype=object)}"
"What is a reality TV show in which a group of people live in a large house watched by cameras, first broadcast in the Netherlands in 1999?","{'answer_start': array([1335]), 'text': array(['big brother'], dtype=object)}"
"What is the name of the test cricket venue in Manchester, England?","{'answer_start': array([1004]), 'text': array(['old trafford'], dtype=object)}"
"What is the name of the test cricket venue in Manchester, England?","{'answer_start': array([30]), 'text': array(['old trafford'], dtype=object)}"
"What is the name of the test cricket venue in Manchester, England?","{'answer_start': array([672]), 'text': array(['old trafford'], dtype=object)}"
Kylie Minogue played Charlene Robinson in what soap opera?,"{'answer_start': array([197]), 'text': array(['neighbours'], dtype=object)}"
Kylie Minogue played Charlene Robinson in what soap opera?,"{'answer_start': array([1137]), 'text': array(['neighbours'], dtype=object)}"
Kylie Minogue played Charlene Robinson in what soap opera?,"{'answer_start': array([781]), 'text': array(['neighbours'], dtype=object)}"
Which western country was the first to extend the right to vote in national elections to women?,"{'answer_start': array([201]), 'text': array(['new zealand'], dtype=object)}"
Which western country was the first to extend the right to vote in national elections to women?,"{'answer_start': array([295]), 'text': array(['new zealand'], dtype=object)}"
What is the name for the act of murdering of one's own mother?,"{'answer_start': array([272]), 'text': array(['matricide'], dtype=object)}"
A bean bag is a substitute for what item of furniture?,"{'answer_start': array([1031]), 'text': array(['chair'], dtype=object)}"
A bean bag is a substitute for what item of furniture?,"{'answer_start': array([862]), 'text': array(['chair'], dtype=object)}"
A bean bag is a substitute for what item of furniture?,"{'answer_start': array([459]), 'text': array(['chair'], dtype=object)}"
"Which is the film, about canine reincarnation and the relationships between father and son and master and dog, based on an Alan Sharp adaptation of a short novel by Irish author Lord Dunsany?","{'answer_start': array([950]), 'text': array(['dean spanley'], dtype=object)}"
"Which is the film, about canine reincarnation and the relationships between father and son and master and dog, based on an Alan Sharp adaptation of a short novel by Irish author Lord Dunsany?","{'answer_start': array([67]), 'text': array(['dean spanley'], dtype=object)}"
"Which is the film, about canine reincarnation and the relationships between father and son and master and dog, based on an Alan Sharp adaptation of a short novel by Irish author Lord Dunsany?","{'answer_start': array([334]), 'text': array(['dean spanley'], dtype=object)}"
"""In Charles Dickens' """"Great Expectations"""", who or what was Abel Magwitch?""","{'answer_start': array([944]), 'text': array(['convict'], dtype=object)}"
"""In Charles Dickens' """"Great Expectations"""", who or what was Abel Magwitch?""","{'answer_start': array([1067]), 'text': array(['convict'], dtype=object)}"
What style of music is synonymous with Perez Prado?,"{'answer_start': array([586]), 'text': array(['mambo'], dtype=object)}"
What style of music is synonymous with Perez Prado?,"{'answer_start': array([649]), 'text': array(['mambo'], dtype=object)}"
What style of music is synonymous with Perez Prado?,"{'answer_start': array([1494]), 'text': array(['mambo'], dtype=object)}"
"""Which composer wrote """"Night and Day"""", """"I Get a Kick out of You"""", """"Well, Did You Evah!"""" and """"I've Got You Under My Skin""""?""","{'answer_start': array([836]), 'text': array(['cole albert porter'], dtype=object)}"
"""Which composer wrote """"Night and Day"""", """"I Get a Kick out of You"""", """"Well, Did You Evah!"""" and """"I've Got You Under My Skin""""?""","{'answer_start': array([287]), 'text': array(['cole albert porter'], dtype=object)}"
"""Who has hosted the US series """"Power of 10"""", """"Whose Line Is It Anyway?"""" and """"The Price Is Right""""?""","{'answer_start': array([114]), 'text': array(['drew carey'], dtype=object)}"
"The language known as Putonghua, Guoyu, Gwok Yu and Huayu, is spoken in Taiwan, Malaysia and Singapore and where else that it is the official language?","{'answer_start': array([138]), 'text': array(['china'], dtype=object)}"
"The language known as Putonghua, Guoyu, Gwok Yu and Huayu, is spoken in Taiwan, Malaysia and Singapore and where else that it is the official language?","{'answer_start': array([456]), 'text': array(['china'], dtype=object)}"
"The language known as Putonghua, Guoyu, Gwok Yu and Huayu, is spoken in Taiwan, Malaysia and Singapore and where else that it is the official language?","{'answer_start': array([172]), 'text': array(['china'], dtype=object)}"
A doping scandal in 2012 involving Lance Armstrong relates to which sport?,"{'answer_start': array([597]), 'text': array(['cycling'], dtype=object)}"
A doping scandal in 2012 involving Lance Armstrong relates to which sport?,"{'answer_start': array([47]), 'text': array(['cycling'], dtype=object)}"
Man Ray was famous in what field?,"{'answer_start': array([1277]), 'text': array(['photographic'], dtype=object)}"
Which Olympic event covers the longest distance?,"{'answer_start': array([922]), 'text': array(['marathon'], dtype=object)}"
Which Olympic event covers the longest distance?,"{'answer_start': array([1260]), 'text': array(['marathon'], dtype=object)}"
"In the middle ages, what were built in Canterbury, York, Lincoln, Salisbury, Lichfield and Winchester?","{'answer_start': array([1045]), 'text': array(['cathedral'], dtype=object)}"
Oil from oil wells was first used for what?,"{'answer_start': array([1214]), 'text': array(['evaporate brine to produce salt'], dtype=object)}"
What was the name of the US policy to transport suspect terrorists to other countries for interrogation?,"{'answer_start': array([715]), 'text': array(['extraordinary rendition'], dtype=object)}"
What was the name of the US policy to transport suspect terrorists to other countries for interrogation?,"{'answer_start': array([679]), 'text': array(['extraordinary rendition'], dtype=object)}"
"From 1937 to 1942 Alan Lomax, who contributed more than 10,000 field recordings of folk music from the USA, the Caribbean, Ireland, Great Britain, Spain, and Italy, was Assistant in Charge of the Archive of Folk Song of what establishment?","{'answer_start': array([697]), 'text': array(['library of congress'], dtype=object)}"
